id,nombre,domicilio,telefono,email,web,tipo,calle,altura,direccion,Long,Lat,latitud,longitud
89,Rochester Concept,Maipu 572,(54 11) 4328-3930,info@rochester-hotel.com.ar,http://www.rochester-hotel.com.ar/concept/,,Maipu,572.0,Maipu 572,,,-34.6013941,-58.3769099
90,Sarmiento Palace Hotel,Sarmiento 1953,(54 11) 4953-3420 / 3404 / 5014,info@hotelsarmiento.com.ar,,,Sarmiento,1953.0,Sarmiento 1953,,,-34.605724,-58.39445
91,Sarum Hotel Design,Quesada 2370,(54 11) 4704-0039/0040,info@hotelsarum.com.ar,https://www.hotelsarum.com.ar/,,Quesada,2370.0,Quesada 2370,,,-34.5541815,-58.4627929
94,Torre Hotel,Olleros 4186,(54 11) 4552-6034/6126,info@torre-hotel.com.ar,,,Olleros,4186.0,Olleros 4186,,,-34.5672007,-58.4406003
95,Viasui Hotel,Viamonte 960,(54 11) 5252- 3070 al 73,reservas@viasuihotel.com.ar,http://www.viasuihotel.com.ar/,,Viamonte,960.0,Viamonte 960,,,-34.60022035714285,-58.38049805714286
98,Amérian Buenos Aires Park Hotel,Reconquista 699,(54 11) 5171-6500,"reservas@amerian.com,reservasbph@amerian.com",,,Reconquista,699.0,Reconquista 699,,,-34.5998717,-58.3724657
99,Argenta Tower,Juncal 868,(54 11) 4325-4100,reservas@argenta-tower.com.ar,,,Juncal,868.0,Juncal 868,,,-34.5929493,-58.3795404
100,Bisonte Libertad,Libertad 902,(54 11) 3723-2520,reservas@bisontelibertad.com,,,Libertad,902.0,Libertad 902,,,-34.59795895,-58.384232572275806
101,Bisonte Palace Hotel,"Alvear, Marcelo T. De 902",(54 11) 4328-4751,reservas@bisontepalace.com,www.bisontepalace.com,,"Alvear, Marcelo T. De",902.0,"Alvear, Marcelo T. De 902",,,-34.5973606,-58.3950462
102,Bristol Hotel,Cerrito 286,(54 11) 5252-6400,reservas@hotelbristol.com.ar,,,Cerrito,286.0,Cerrito 286,,,-34.605280414285716,-58.38225352857143
105,Centuria,Suipacha 30,(54 11) 4342-5575,recepcion@hotelcenturia.com,,,Suipacha,30.0,Suipacha 30,,,-34.6079339,-58.379323
106,Conte Hotel,"Pellegrini, Carlos 101",(54 11) 4000-9350,reservas@conte-hotel.com,,,"Pellegrini, Carlos",101.0,"Pellegrini, Carlos 101",,,-34.5979845,-58.3810899
109,Da Vinci Hotel,Tucuman 857,(54 11) 5031-8002,info@davincihotel.com.ar,,,Tucuman,857.0,Tucuman 857,,,-34.60106775,-58.37895852694395
110,Dazzler By Wyndham Buenos Aires San Martín,San Martín 920,(54 11) 5256-7700,reservasweb@dazzlersanmartin.com,,,San Martín,920.0,San Martín 920,,,-34.597082,-58.3743907
111,Dolmen Hotel,Suipacha 1079,(54 11) 4311-9000 / 4315-7117,reservas@hoteldolmen.com.ar,www.hoteldolmen.com.ar,,Suipacha,1079.0,Suipacha 1079,,,-34.595604322727276,-58.37987327727273
113,El Conquistador,Suipacha 948,(5411) 4328-3012,reservas@elconquistador.com.ar,,,Suipacha,948.0,Suipacha 948,,,-34.59710335,-58.38015864367775
114,Esplendor by Wyndham Buenos Aires,San Martín 780,(54 11) 5256-8800 / 5217 5799,frontdesk@esplendorbuenosaires.com,http://www.esplendorbuenosaires.com/,,San Martín,780.0,San Martín 780,,,-34.5988364,-58.3744004
115,Eurobuilding Hotel,Lima 187,(54 11) 5352-1111 / 5325-1104,buenosaires@hoteleuro.com,,,Lima,187.0,Lima 187,,,-34.61062892448979,-58.382010230612245
117,Facon Grande,Reconquista 645,(54 11) 4312-6360/69,reservas@hotelfacongrande.com,www.hotelfacongrande.com,,Reconquista,645.0,Reconquista 645,,,-34.6003122,-58.372527
118,Gran Hotel Buenos Aires,"Alvear, Marcelo T. De 767",(54 11) 4312-3003,reservas@granhotelbue.com.ar,http://www.granhotelbuenosaires.com/,,"Alvear, Marcelo T. De",767.0,"Alvear, Marcelo T. De 767",,,-34.5973606,-58.3950462
119,Gran Hotel Dora,Maipu 963,(54 11) 4312-7391,reservas@dorahotel.com.ar,,,Maipu,963.0,Maipu 963,,,-34.596799865306124,-58.37689376326531
120,Grand King Hotel,Lavalle 560,(54 11) 4393-4012,reservas@grandking.com.ar,grandking.com.ar,,Lavalle,560.0,Lavalle 560,,,-34.60221159591837,-58.37470468367347
121,Hotel Globales Republica Wellness & Spa,Cerrito 370,(54 11) 4382-5050,res.republica@hotelesglobales.com,,,Cerrito,370.0,Cerrito 370,,,-34.60427555,-58.38236124927956
123,Hotel Sheltown,"Alvear, Marcelo T. De 742",(54 11) 5254-6835,reservas@525hotel.com,www.525hotel.com,,"Alvear, Marcelo T. De",742.0,"Alvear, Marcelo T. De 742",,,-34.5973606,-58.3950462
124,Howard Johnson Plaza Florida Street,Florida 944,(54 11) 4891-9200,reservas@hjFlorida.com.ar,,,Florida,944.0,Florida 944,,,-34.5971344,-58.3755105
126,Intersur Recoleta,Callao Av. 1764,(54 11) 5533-4000,reservas@intersurrecoleta.com.ar,www.intersurrecoleta.com.ar,,Callao Av.,1764.0,Callao Av. 1764,,,-34.58942809387755,-58.38950798367347
127,Ker Recoleta,"Alvear, Marcelo T. De 1368",(54 11) 5277-4600,reservasrecoleta@kerhoteles.com.ar,,,"Alvear, Marcelo T. De",1368.0,"Alvear, Marcelo T. De 1368",,,-34.5973606,-58.3950462
128,Lafayette,Reconquista 546,(54 11) 4393-9081,info@lafayettehotel.com.ar,,,Reconquista,546.0,Reconquista 546,,,-34.60152724285714,-58.37262358163265
129,Lennox,Talcahuano 52,(54 11) 5272-1070,reservas@lennoxhotels.com,www.lennoxhotels.com,,Talcahuano,52.0,Talcahuano 52,,,-34.6081190755102,-58.38496966938776
130,Melia Recoleta Plaza,Posadas 1557,(54 11) 5353-4000,reservas@meliarecoletaplaza.com.ar,,,Posadas,1557.0,Posadas 1557,,,-34.5869334,-58.3875214
131,NH 9 De Julio,Cerrito 156,(54 11) 5776-6464 / 4124-7400,nh9dejulio@nh-hotels.com,www.nh-hotels.com,,Cerrito,156.0,Cerrito 156,,,-34.60671071428571,-58.38219075714285
132,NH Collection Buenos Aires Crillón,"Santa Fe, Av. 796",(54 11) 5776-6464 / 4310-2000,nhcrillon@nh-hotels.com,www.nh-hotels.com,,"Santa Fe, Av.",796.0,"Santa Fe, Av. 796",,,-34.595961,-58.3932128
134,NH Florida,San Martín 839,(54 11) 5776-6464 / 4321-9850,nhFlorida@nh-hotels.com,www.nh-hotels.com,,San Martín,839.0,San Martín 839,,,-34.5981451,-58.3741431
135,NH Jousten,Corrientes Av. 280,(54 11) 5776-6464 / 4321-6750,nhcollectionjousten@nh-hotels.com,www.nh-hotels.com,,Corrientes Av.,280.0,Corrientes Av. 280,,,-34.60315892653061,-58.37090406938776
136,NH Latino,Suipacha 309,(54 11) 5776-6464 / 4321-6700,nhlatino@nh-hotels.com,www.nh-hotels.com,,Suipacha,309.0,Suipacha 309,,,-34.60465942653061,-58.37935605510204
138,Novotel,Corrientes Av. 1334,(54 11) 4370-9300 / 9500,h6503-re@accor.com,,,Corrientes Av.,1334.0,Corrientes Av. 1334,,,-34.6041034,-58.3856042
140,Presidente Hotel,Cerrito 850,(54 11) 4816-2222,reservas@hotelpresidente.com.ar,,,Cerrito,850.0,Cerrito 850,,,-34.598474949999996,-58.382950542866766
141,Principado Downtown Hotel,Paraguay 481,(54 11) 4313-3022,reservas@principado.com.ar,,,Paraguay,481.0,Paraguay 481,,,-34.5973154,-58.3738136
142,Recoleta Luxury Boutique Hotel,Parera 183,(54 11) 6777-0200,reservas.bsas@hotels-unique.com,,,Parera,183.0,Parera 183,,,-34.590805622448975,-58.38508889183673
143,Reconquista Plaza Hotel,Reconquista 602,(54 11) 5263-0277,Reconquistaplaza@latitudhoteles.com,,,Reconquista,602.0,Reconquista 602,,,-34.6007492,-58.3726677
144,Regente Palace Hotel,Suipacha 964,(54 11) 4328-6800,reservas@regente.com,,,Suipacha,964.0,Suipacha 964,,,-34.59699370408163,-58.37993627142857
145,Rochester Classic,Esmeralda 542,0800-345-0040 / (54 11) 4326-6076 / 5256-1055,reservas@rochesterclassic.com.ar,,,Esmeralda,542.0,Esmeralda 542,,,-34.60186479591837,-58.3782039755102
146,Savoy Hotel,Callao Av. 181,(54 11) 4370-8000 / 10,reservas@savoyhotel.com.ar,,,Callao Av.,181.0,Callao Av. 181,,,-34.60706082653061,-58.391958312244896
148,Tritone Hotel,Maipu 657,(54 11) 4325-8960/8955,"reservas@tritonehotel.com.ar,recepcion@tritonehotel.com.ar",,,Maipu,657.0,Maipu 657,,,-34.6004338,-58.3767184
150,Unique Le B Club Boutique & Terrasse,Talcahuano 1253,(54 11) 6777-0400,reservas.bsas@hotels-unique.com,,,Talcahuano,1253.0,Talcahuano 1253,,,-34.5938448,-58.3858387
151,Wilton Hotel,Callao Av. 1162,(54 11) 4811-1818 / 1993,"info@hotelwilton.com.ar,reservas@hotelwilton.com.ar",,,Callao Av.,1162.0,Callao Av. 1162,,,-34.595203104081634,-58.39341276734694
153,Abasto Hotel Buenos Aires,Corrientes Av. 3190,(54 11) 6311-4433/4466/4465,reservas@abastohotel.com,,,Corrientes Av.,3190.0,Corrientes Av. 3190,,,-34.604167312244904,-58.410147465306125
154,Alvear Palace Hotel,Alvear Av. 1891,(54 11) 4808-2100,"reservas@alvear.com.ar,info@alvearpalace.com",,,Alvear Av.,1891.0,Alvear Av. 1891,,,-34.5876267,-58.3887915
155,Claridge Hotel,Tucuman 535,(54 11) 4319-8000,reservas@claridge.com.ar,www.claridge.com.ar,,Tucuman,535.0,Tucuman 535,,,-34.6007439,-58.37451707268363
157,Feir's Park Hotel,Esmeralda 1366,(54 11) 4131-1900,feirspark@feirspark.com.ar,,,Esmeralda,1366.0,Esmeralda 1366,,,-34.59166557435898,-58.378305528205125
158,Four Seasons Hotel Buenos Aires,Posadas 1086,(54 11) 4321-1200,reservations.bue@fourseasons.com,,,Posadas,1086.0,Posadas 1086,,,-34.5906065,-58.3826201
159,Hilton Buenos Aires,Macacha Guemes 351,(54 11) 4891-0000,reservations.buenosaires@hilton.com,,,Macacha Guemes,351.0,Macacha Guemes 351,,,-34.605935599999995,-58.363673100346176
160,Intercontinental Buenos Aires,Moreno 809,(54 11) 4340-7100,"andrea.hernandez@ihg.com,valeria.bulacio@ihg.com",https://www.ihg.com/intercontinental/hotels/us/es/buenos-aires/bueha/hoteldetail,,Moreno,809.0,Moreno 809,,,-34.6114314,-58.3779332
162,Melia Buenos Aires,Reconquista 945,(54 11) 4891-3800,reservas@meliabuenosaires.com.ar,,,Reconquista,945.0,Reconquista 945,,,-34.59680910612245,-58.372976018367346
163,NH Buenos Aires City,Bolivar 160,(54 11) 4121-6464 / 6400,nhcity@nh-hotels.com,,,Bolivar,160.0,Bolivar 160,,,-34.60978117346939,-58.37342111428571
164,Palacio Duhau - Park Hyatt Buenos Aires,Alvear Av. 1661,(54 11) 5171-1234,buenosaires.park@hyatt.com,,,Alvear Av.,1661.0,Alvear Av. 1661,,,-34.5893389,-58.3863661
165,Regal Pacific,25 de mayo 764,(54 11) 4310-7000,reservas@regalpacific.com.ar,,,25 de mayo,764.0,25 de mayo 764,,,-34.598896,-58.3715304
167,Sofitel Buenos Aires Recoleta,Posadas 1232,(54 11) 4819-1100,h8932-re@accor.com,,,Posadas,1232.0,Posadas 1232,,,-34.5895504,-58.3842203
169,Broadway Hotel & Suites,Corrientes Av. 1173,(54 11) 4378-9250,ventas@broadway-suites.com.ar,,,Corrientes Av.,1173.0,Corrientes Av. 1173,,,-34.6044703,-58.396243
170,Loi Suites Esmeralda,"Alvear, Marcelo T. De 842",(54 11) 4131-6800,reservas3@loisuites.com.ar,,,"Alvear, Marcelo T. De",842.0,"Alvear, Marcelo T. De 842",,,-34.5973606,-58.3950462
171,Park Royal Buenos Aires,Suipacha 1092,(54 11) 4320-3600,reservationsbue@park-royalhotels.com,https://www.park-royalhotels.com/es/hoteles/argentina/buenos-aires/park-royal-city-buenos-aires/,,Suipacha,1092.0,Suipacha 1092,,,-34.607722349999996,-58.379254200000005
172,Torre Cristoforo Colombo Suites,Fray Justo Santa María de Oro 2747,(54 11) 4778-4945,reservas@hotelcc.com.ar,https://www.hotelcc.com.ar,,Fray Justo Santa María de Oro,2747.0,Fray Justo Santa María de Oro 2747,,,-34.57672594897959,-58.42186270204082
173,Trianon Residence Recoleta,Callao Av. 1869,(54 11) 4819-9300,info@trianon.com.ar,https://www.trianonresidence.com/,,Callao Av.,1869.0,Callao Av. 1869,,,-34.58867125306122,-58.38832384897959
174,UP Viamonte,Viamonte 1373,(54 11) 4371-9993 / 5254 2210,,,,Viamonte,1373.0,Viamonte 1373,,,-34.60048532040817,-58.38628530816327
176,Argentina Tango Hotel,Suipacha 545,(54 9 11) 56 30 46 77,,http://www.atangohotel.com/#,,Suipacha,545.0,Suipacha 545,,,-34.6018676,-58.3795079
177,Icaro Suites,Montevideo 229,(54 11) 4372-9000,resevas@icarosuites.com,,,Montevideo,229.0,Montevideo 229,,,-34.6062585,-58.3891957
178,Intersur Suites,Corrientes Av. 1984,(54 11) 5246-1500,reservas@intersursuites.com.ar,,,Corrientes Av.,1984.0,Corrientes Av. 1984,,,-34.604619087755104,-58.394977706122454
179,Ker House Belgrano,Vuelta de Obligado 2727,(54 11) 5277-4600 / 4789-9383,reservasbelgrano@kerhoteles.com.ar,,,Vuelta de Obligado,2727.0,Vuelta de Obligado 2727,,,-34.555491,-58.460669
180,Ker Urban Urquiza,Dïaz Colodrero 2513,(54 11) 5353-9232 / 9233,reservasurquiza@kerhoteles.com.ar,,,Dïaz Colodrero,2513.0,Dïaz Colodrero 2513,,,-34.57277947959184,-58.48618331020408
181,Mayflower Suites,Paraná 720,(54 11) 5238 0050 / 5235 0456,reservas@mayflowersuites.com.ar,,,Paraná,720.0,Paraná 720,,,-34.6003881877551,-58.38819389591837
182,Palermo Suites Buenos Aires Apartments,Fray Justo Santa María de Oro 2529,(54 11) 5197-5800,reservas@palermosuites.net,,,Fray Justo Santa María de Oro,2529.0,Fray Justo Santa María de Oro 2529,,,-34.57888891428571,-58.423907914285714
183,The Glu Hotel,Godoy Cruz 1733,(54 11) 4831-4646,info@thegluhotel.com,,,Godoy Cruz,1733.0,Godoy Cruz 1733,,,-34.58731536938775,-58.433488385714284
184,Ulises Recoleta Suites,Ayacucho 2016,(54 11) 4804-4571 / 4572,info@ulisesrecoleta.com.ar,www.ulisesrecoleta.com.ar,,Ayacucho,2016.0,Ayacucho 2016,,,-34.58744914285714,-58.389092857142856
186,Urban Suites Recoleta,Junín 1727,(54 11) 4803 2300,ventas@urbanrecoleta.com,www.urbanrecoleta.com,,Junín,1727.0,Junín 1727,,,-34.5890174,-58.3925644
187,Vitrum Hotel,Gorriti 5641,(54 11) 4776-5030,info@vitrumhotel.com,,,Gorriti,5641.0,Gorriti 5641,,,-34.584544883673466,-58.437572753061225
188,Desing Ce - Hotel de Diseño,"Alvear, Marcelo T. De 1695",(54 11) 5237-3100,info@designce.com,http://www.designce.com/home/,,"Alvear, Marcelo T. De",1695.0,"Alvear, Marcelo T. De 1695",,,-34.5973606,-58.3950462
189,Hotel Pampa Plaza,La Pampa 777,(54 11) 4789-9561 / 4788-3984/3084,info@hotelpampaplaza.com.ar,,,La Pampa,777.0,La Pampa 777,,,-34.5545481,-58.4371123
191,Alba,"Garay, Juan De Av. 1381",(54 11) 4304-2935 / 4306-4304,"albahoteleria@yahoo.com.ar,gaetos@hotmail.com",,,"Garay, Juan De Av.",1381.0,"Garay, Juan De Av. 1381",,,-34.63227825,-58.42300201074467
192,Aldeano I,La Rioja 277,(54 11) 4931-2980,aldeano1@hotelaldeano.com.ar,,,La Rioja,277.0,La Rioja 277,,,-34.61363059795918,-58.40868742244898
193,Alsina,24 de noviembre 190,(54 11) 4931-9393,,,,24 de noviembre,190.0,24 de noviembre 190,,,-34.61282287959184,-58.41142279387755
194,Aries,Gascón 1147,(54 11) 4883-1232/1164585589/44323702,info@arieshotel.com.ar,,,Gascón,1147.0,Gascón 1147,,,-34.5971583,-58.4231243
195,Astor,Av. Caseros 896,(54 11) 4307-7117,info@astorhoteles.com.ar,,,Av. Caseros,896.0,Av. Caseros 896,,,-34.62787524489796,-58.3763897244898
196,Autopista,Salta 1446,(54 11) 4305-1634,,,,Salta,1446.0,Salta 1446,,,-34.62533225102041,-58.382808508163265
198,Capri,Constitución 1881,(54 11) 4304-0305,,,,Constitución,1881.0,Constitución 1881,,,-34.6273936,-58.3811172
199,Carlos I,"Calvo, Carlos 1463",(54 11) 4305-3700,cristianlanni@hotmail.com,,,"Calvo, Carlos",1463.0,"Calvo, Carlos 1463",,,-34.6193913,-58.3673519
200,Casablanca,Santiago del Estero 1685,(54 11) 4305-4048,"cristinanovas@ciudad.com.ar,hotelcasablanca@ciudad.com.ar",,,Santiago del Estero,1685.0,Santiago del Estero 1685,,,-34.6279661,-58.3844215
201,Central,Brasil 1327,(54 11) 4304-3783,,,,Brasil,1327.0,Brasil 1327,,,-34.62817665714286,-58.38476054897959
202,Cibeles,"Cevallos, Virrey 264",(54 11) 4373-1444,hotelcibeles@hotmail.com.ar,,,"Cevallos, Virrey",264.0,"Cevallos, Virrey 264",,,-34.611842,-58.38903
203,Colonial,24 de noviembre 229,(54 11) 4931-8800/3104,info@hotelcolonialbaires.com.ar,,,24 de noviembre,229.0,24 de noviembre 229,,,-34.613380771428574,-58.411490171428575
